NAME,FIELD_NUMBER,LENGTH,WIDTH,LATITUDE,LONGITUDE,LOCATION,Geometry Point
Matt Berry,4,330,210,53.6217981984209,-113.43366026962984,"(53.6217981984209, -113.43366026962984)",POINT (-113.43366026962984 53.6217981984209)
Edm Chinese,2,180,90,53.502649740636215,-113.46592915147369,"(53.502649740636215, -113.46592915147369)",POINT (-113.46592915147369 53.502649740636215)
St. Basil,2,300,180,53.567481074405784,-113.49700854480159,"(53.567481074405784, -113.49700854480159)",POINT (-113.49700854480159 53.567481074405784)
Baturyn,5,330,165,53.63132851943852,-113.50419777318318,"(53.63132851943852, -113.50419777318318)",POINT (-113.50419777318318 53.63132851943852)
Blackmud Creek Park 1,1,300,180,53.419394833588555,-113.5137648492721,"(53.419394833588555, -113.5137648492721)",POINT (-113.5137648492721 53.419394833588555)
Bisset,4,270,210,53.46040705306741,-113.40155622895325,"(53.46040705306741, -113.40155622895325)",POINT (-113.40155622895325 53.46040705306741)
Kiniski Gardens,4,240,150,53.479121313876284,-113.40678409677544,"(53.479121313876284, -113.40678409677544)",POINT (-113.40678409677544 53.479121313876284)
Bishop Greschuk,3,180,100,53.636221104492165,-113.48174024582404,"(53.636221104492165, -113.48174024582404)",POINT (-113.48174024582404 53.636221104492165)
DS McKenzie,3,240,180,53.4765960141553,-113.50846207265683,"(53.4765960141553, -113.50846207265683)",POINT (-113.50846207265683 53.4765960141553)
Meyonohk,2,240,160,53.456349308166686,-113.45589723414149,"(53.456349308166686, -113.45589723414149)",POINT (-113.45589723414149 53.456349308166686)
Gold Bar,1,270,150,53.550569451998484,-113.41450989262962,"(53.550569451998484, -113.41450989262962)",POINT (-113.41450989262962 53.550569451998484)
Bessie Nichols,1,330,210,53.48769045572334,-113.66965550812739,"(53.48769045572334, -113.66965550812739)",POINT (-113.66965550812739 53.48769045572334)
LaPerle W,4,270,170,53.532467197329,-113.64619996929734,"(53.532467197329, -113.64619996929734)",POINT (-113.64619996929734 53.532467197329)
Delwood,4,150,90,53.595366395230165,-113.45540583410131,"(53.595366395230165, -113.45540583410131)",POINT (-113.45540583410131 53.595366395230165)
St. Boniface,2,250,150,53.477197737281244,-113.5354854597757,"(53.477197737281244, -113.5354854597757)",POINT (-113.5354854597757 53.477197737281244)
Holy Cross,1,240,155,53.54782008398715,-113.58032890273415,"(53.54782008398715, -113.58032890273415)",POINT (-113.58032890273415 53.54782008398715)
Wild Rose,1,330,210,53.47214238674485,-113.38030260464764,"(53.47214238674485, -113.38030260464764)",POINT (-113.38030260464764 53.47214238674485)
Keheewin,8,180,90,53.449860427368606,-113.50309311913185,"(53.449860427368606, -113.50309311913185)",POINT (-113.50309311913185 53.449860427368606)
Club Soccer,5,330,210,53.42649613051349,-113.414075108758,"(53.42649613051349, -113.414075108758)",POINT (-113.414075108758 53.42649613051349)
Belmead,4,180,100,53.525676622377205,-113.63685442463097,"(53.525676622377205, -113.63685442463097)",POINT (-113.63685442463097 53.525676622377205)
St. Bernadette,2,110,40,53.57216746177857,-113.40169092751349,"(53.57216746177857, -113.40169092751349)",POINT (-113.40169092751349 53.57216746177857)
Sakaw,1,240,160,53.44452047411794,-113.42839389806456,"(53.44452047411794, -113.42839389806456)",POINT (-113.42839389806456 53.44452047411794)
Greenfield,3,300,210,53.47187422467946,-113.52412467291961,"(53.47187422467946, -113.52412467291961)",POINT (-113.52412467291961 53.47187422467946)
Lago Lindo,3,240,150,53.63594010953641,-113.48452166041564,"(53.63594010953641, -113.48452166041564)",POINT (-113.48452166041564 53.63594010953641)
Eastwood,1,215,100,53.575723031169446,-113.46475665566285,"(53.575723031169446, -113.46475665566285)",POINT (-113.46475665566285 53.575723031169446)
Hudson,2,150,90,53.6064979895838,-113.55376850168624,"(53.6064979895838, -113.55376850168624)",POINT (-113.55376850168624 53.6064979895838)
Capilano,2,240,150,53.555298225618266,-113.42363539259333,"(53.555298225618266, -113.42363539259333)",POINT (-113.42363539259333 53.555298225618266)
Holyrood,1,240,180,53.53269227316609,-113.449722662912,"(53.53269227316609, -113.449722662912)",POINT (-113.449722662912 53.53269227316609)
Belmont,2,180,100,53.59441541809212,-113.39224673318792,"(53.59441541809212, -113.39224673318792)",POINT (-113.39224673318792 53.59441541809212)
Pkdale,3,255,140,53.56879372809249,-113.47195660068024,"(53.56879372809249, -113.47195660068024)",POINT (-113.47195660068024 53.56879372809249)
Meadowlark,2,150,100,53.5262020857261,-113.5959753362794,"(53.5262020857261, -113.5959753362794)",POINT (-113.5959753362794 53.5262020857261)
Jasper Place Jubilee Park,1,330,210,53.52811269528503,-113.59749336235375,"(53.52811269528503, -113.59749336235375)",POINT (-113.59749336235375 53.52811269528503)
Balwin,4,150,90,53.590573349588766,-113.44798500447001,"(53.590573349588766, -113.44798500447001)",POINT (-113.44798500447001 53.590573349588766)
LaPerle E,2,240,115,53.53288163317506,-113.63396850189041,"(53.53288163317506, -113.63396850189041)",POINT (-113.63396850189041 53.53288163317506)
Jackson Heights,1,180,90,53.48276736807559,-113.40626802849764,"(53.48276736807559, -113.40626802849764)",POINT (-113.40626802849764 53.48276736807559)
St. Augustine,4,300,180,53.47372555049245,-113.50600892328058,"(53.47372555049245, -113.50600892328058)",POINT (-113.50600892328058 53.47372555049245)
Youngstown,1,195,100,53.54620576556225,-113.6043168752993,"(53.54620576556225, -113.6043168752993)",POINT (-113.6043168752993 53.54620576556225)
St. Martha,2,150,75,53.506438186053536,-113.63578849271447,"(53.506438186053536, -113.63578849271447)",POINT (-113.63578849271447 53.506438186053536)
Kiniski Gardens,5,240,130,53.47944240086281,-113.40619298090496,"(53.47944240086281, -113.40619298090496)",POINT (-113.40619298090496 53.47944240086281)
Britannia,1,330,185,53.54776237364707,-113.59722732251984,"(53.54776237364707, -113.59722732251984)",POINT (-113.59722732251984 53.54776237364707)
St. Philip,2,180,90,53.608243007635906,-113.47544890211468,"(53.608243007635906, -113.47544890211468)",POINT (-113.47544890211468 53.608243007635906)
Newton,2,245,180,53.576506615276756,-113.4277744972918,"(53.576506615276756, -113.4277744972918)",POINT (-113.4277744972918 53.576506615276756)
Capilano,3,100,70,53.555695681258676,-113.42265647785909,"(53.555695681258676, -113.42265647785909)",POINT (-113.42265647785909 53.555695681258676)
Greenview,3,270,190,53.47723209725795,-113.42759147883449,"(53.47723209725795, -113.42759147883449)",POINT (-113.42759147883449 53.47723209725795)
Lauderdale,3,150,65,53.58795858107299,-113.50098003061791,"(53.58795858107299, -113.50098003061791)",POINT (-113.50098003061791 53.58795858107299)
St. Hilda,2,240,180,53.47465944639387,-113.4532179534201,"(53.47465944639387, -113.4532179534201)",POINT (-113.4532179534201 53.47465944639387)
Poplar Park,1,300,180,53.62593082290018,-113.4687078293126,"(53.62593082290018, -113.4687078293126)",POINT (-113.4687078293126 53.62593082290018)
Earl Buxton,3,330,150,53.472582044589025,-113.58446350182231,"(53.472582044589025, -113.58446350182231)",POINT (-113.58446350182231 53.472582044589025)
Our Lady Of Victories,3,150,90,53.514547248236674,-113.59412048283245,"(53.514547248236674, -113.59412048283245)",POINT (-113.59412048283245 53.514547248236674)
Beaumaris,2,180,100,53.61733483196997,-113.49605492675245,"(53.61733483196997, -113.49605492675245)",POINT (-113.49605492675245 53.61733483196997)
Scott Robertson,2,150,90,53.59613919484444,-113.50332817672604,"(53.59613919484444, -113.50332817672604)",POINT (-113.50332817672604 53.59613919484444)
Aldergrove,4,330,210,53.52020694728635,-113.63516021279968,"(53.52020694728635, -113.63516021279968)",POINT (-113.63516021279968 53.52020694728635)
Edmonton Minor Soccer Association,6,330,210,53.42805062255395,-113.41018800064435,"(53.42805062255395, -113.41018800064435)",POINT (-113.41018800064435 53.42805062255395)
Alberta Avenue,1,135,70,53.571843593633105,-113.4833829003304,"(53.571843593633105, -113.4833829003304)",POINT (-113.4833829003304 53.571843593633105)
Lynnwood,5,150,90,53.51613832409438,-113.58802772597849,"(53.51613832409438, -113.58802772597849)",POINT (-113.58802772597849 53.51613832409438)
Beacon Heights,2,110,60,53.575844367924695,-113.41414516861616,"(53.575844367924695, -113.41414516861616)",POINT (-113.41414516861616 53.575844367924695)
Calder,2,180,100,53.58974374136785,-113.52540430846604,"(53.58974374136785, -113.52540430846604)",POINT (-113.52540430846604 53.58974374136785)
Alex Taylor,1,175,60,53.545924404467314,-113.47616233206412,"(53.545924404467314, -113.47616233206412)",POINT (-113.47616233206412 53.545924404467314)
Westview Village,,150,90,53.553478272043485,-113.69203425220115,"(53.553478272043485, -113.69203425220115)",POINT (-113.69203425220115 53.553478272043485)
St. Kateri,1,150,90,53.476273195768286,-113.40310221940375,"(53.476273195768286, -113.40310221940375)",POINT (-113.40310221940375 53.476273195768286)
Edmonton Soccer Centre South,4,300,200,53.49759729869444,-113.43565048994432,"(53.49759729869444, -113.43565048994432)",POINT (-113.43565048994432 53.49759729869444)
Mount Pleasant,3,330,210,53.49613621994147,-113.50227299621,"(53.49613621994147, -113.50227299621)",POINT (-113.50227299621 53.49613621994147)
Confederation,3,330,180,53.481012041410175,-113.52148034502835,"(53.481012041410175, -113.52148034502835)",POINT (-113.52148034502835 53.481012041410175)
Keheewin,1,280,130,53.45068376966477,-113.5060974006998,"(53.45068376966477, -113.5060974006998)",POINT (-113.5060974006998 53.45068376966477)
Ozerna,3,300,180,53.62247413312149,-113.45157373141758,"(53.62247413312149, -113.45157373141758)",POINT (-113.45157373141758 53.62247413312149)
Ekota,2,240,200,53.44793673549925,-113.44151103489347,"(53.44793673549925, -113.44151103489347)",POINT (-113.44151103489347 53.44793673549925)
Lymburn,6,180,100,53.50615609304455,-113.64390466228491,"(53.50615609304455, -113.64390466228491)",POINT (-113.64390466228491 53.50615609304455)
Anne Fitzgerald,3,240,110,53.59418550923091,-113.38075102151262,"(53.59418550923091, -113.38075102151262)",POINT (-113.38075102151262 53.59418550923091)
Brintnell,1,270,170,53.6195420265486,-113.40694917514504,"(53.6195420265486, -113.40694917514504)",POINT (-113.40694917514504 53.6195420265486)
Grace Martin,3,300,160,53.470553219100665,-113.45953250763613,"(53.470553219100665, -113.45953250763613)",POINT (-113.45953250763613 53.470553219100665)
Weinlos,3,150,90,53.460685633539576,-113.41428473170185,"(53.460685633539576, -113.41428473170185)",POINT (-113.41428473170185 53.460685633539576)
McLeod,1,240,120,53.61105699797234,-113.4290473186264,"(53.61105699797234, -113.4290473186264)",POINT (-113.4290473186264 53.61105699797234)
Henderson Est,2,180,80,53.4678587133636,-113.5967497551595,"(53.4678587133636, -113.5967497551595)",POINT (-113.5967497551595 53.4678587133636)
Edmonton Minor Soccer Association,3,330,210,53.42922086361436,-113.40955678489917,"(53.42922086361436, -113.40955678489917)",POINT (-113.40955678489917 53.42922086361436)
Donald R. Getty,3,150,90,53.40205719737849,-113.58377266994168,"(53.40205719737849, -113.58377266994168)",POINT (-113.58377266994168 53.40205719737849)
Grace Martin,4,180,90,53.470499000142475,-113.4574876847272,"(53.470499000142475, -113.4574876847272)",POINT (-113.4574876847272 53.470499000142475)
Poplar Park,3,240,180,53.6257984050493,-113.4709390827028,"(53.6257984050493, -113.4709390827028)",POINT (-113.4709390827028 53.6257984050493)
Rosslyn,4,180,100,53.59301313794165,-113.51216517203801,"(53.59301313794165, -113.51216517203801)",POINT (-113.51216517203801 53.59301313794165)
Floden Pk,1,180,120,53.56390726272951,-113.40515731782389,"(53.56390726272951, -113.40515731782389)",POINT (-113.40515731782389 53.56390726272951)
Lorelei,3,180,100,53.624583577275466,-113.50271721393823,"(53.624583577275466, -113.50271721393823)",POINT (-113.50271721393823 53.624583577275466)
Hairsine,2,240,160,53.60528893649288,-113.39182815353163,"(53.60528893649288, -113.39182815353163)",POINT (-113.39182815353163 53.60528893649288)
Horse Hills,3,240,150,53.65603546351705,-113.3413989848817,"(53.65603546351705, -113.3413989848817)",POINT (-113.3413989848817 53.65603546351705)
Good Shepherd,1,330,210,53.491293375211164,-113.63462126961895,"(53.491293375211164, -113.63462126961895)",POINT (-113.63462126961895 53.491293375211164)
Matt Berry,1,180,100,53.621980716893844,-113.43263205611372,"(53.621980716893844, -113.43263205611372)",POINT (-113.43263205611372 53.621980716893844)
St. Nicholas,1,300,155,53.56696050522169,-113.39663163015582,"(53.56696050522169, -113.39663163015582)",POINT (-113.39663163015582 53.56696050522169)
Balwin,3,300,195,53.59045178782087,-113.45105471857201,"(53.59045178782087, -113.45105471857201)",POINT (-113.45105471857201 53.59045178782087)
Westridge,3,180,105,53.50680179408533,-113.60326206532324,"(53.50680179408533, -113.60326206532324)",POINT (-113.60326206532324 53.50680179408533)
Caernarvon,3,180,110,53.609766124764214,-113.52745508380347,"(53.609766124764214, -113.52745508380347)",POINT (-113.52745508380347 53.609766124764214)
Ormsby Place,3,180,100,53.49884219249627,-113.63744551499973,"(53.49884219249627, -113.63744551499973)",POINT (-113.63744551499973 53.49884219249627)
Callingwood Park,6,240,150,53.50868274794199,-113.62073432658289,"(53.50868274794199, -113.62073432658289)",POINT (-113.62073432658289 53.50868274794199)
Fraser,2,240,150,53.61176253269079,-113.37403157100744,"(53.61176253269079, -113.37403157100744)",POINT (-113.37403157100744 53.61176253269079)
Ermineskin,2,180,90,53.45731879498435,-113.50479738648406,"(53.45731879498435, -113.50479738648406)",POINT (-113.50479738648406 53.45731879498435)
Baturyn,6,180,100,53.632328710863504,-113.50652036490874,"(53.632328710863504, -113.50652036490874)",POINT (-113.50652036490874 53.632328710863504)
Sifton,2,180,100,53.59582225707124,-113.40962963784571,"(53.59582225707124, -113.40962963784571)",POINT (-113.40962963784571 53.59582225707124)
John Thompson,1,300,180,53.59128690053792,-113.55490909406181,"(53.59128690053792, -113.55490909406181)",POINT (-113.55490909406181 53.59128690053792)
St. Bernadette,1,240,90,53.57336648847279,-113.401662339909,"(53.57336648847279, -113.401662339909)",POINT (-113.401662339909 53.57336648847279)
Haddow,4,150,90,53.45265636724911,-113.5953942251608,"(53.45265636724911, -113.5953942251608)",POINT (-113.5953942251608 53.45265636724911)
High Park,1,150,90,53.55650188946366,-113.58589435346798,"(53.55650188946366, -113.58589435346798)",POINT (-113.58589435346798 53.55650188946366)
MacEwan,1,150,90,53.429841014164616,-113.52993233694215,"(53.429841014164616, -113.52993233694215)",POINT (-113.52993233694215 53.429841014164616)
École Michaëlle-Jean,2,300,200,53.5397027304247,-113.45609280967392,"(53.5397027304247, -113.45609280967392)",POINT (-113.45609280967392 53.5397027304247)
WP Wagner,2,240,120,53.49926397533931,-113.4547519470179,"(53.49926397533931, -113.4547519470179)",POINT (-113.4547519470179 53.49926397533931)
Corpus Christi,1,240,180,53.421803916389244,-113.43211016570613,"(53.421803916389244, -113.43211016570613)",POINT (-113.43211016570613 53.421803916389244)
St. John Bosco,3,300,180,53.62163305629356,-113.4615834983138,"(53.62163305629356, -113.4615834983138)",POINT (-113.4615834983138 53.62163305629356)
Holy Family,2,150,90,53.446446917976175,-113.40613234803604,"(53.446446917976175, -113.40613234803604)",POINT (-113.40613234803604 53.446446917976175)
A. Blair McPherson,1,330,210,53.46911982919531,-113.36189466292319,"(53.46911982919531, -113.36189466292319)",POINT (-113.36189466292319 53.46911982919531)
John Paul I,4,170,90,53.47147904533458,-113.42740054997464,"(53.47147904533458, -113.42740054997464)",POINT (-113.42740054997464 53.47147904533458)
Overlander,4,180,100,53.580828649242974,-113.38743913362507,"(53.580828649242974, -113.38743913362507)",POINT (-113.38743913362507 53.580828649242974)
Cumberland,3,330,210,53.611898850207524,-113.54703807624675,"(53.611898850207524, -113.54703807624675)",POINT (-113.54703807624675 53.611898850207524)
Clara Tyner,3,200,150,53.53187592471291,-113.4366788803253,"(53.53187592471291, -113.4366788803253)",POINT (-113.4366788803253 53.53187592471291)
Club Soccer,2,330,210,53.428741576241954,-113.41322196059414,"(53.428741576241954, -113.41322196059414)",POINT (-113.41322196059414 53.428741576241954)
St. Joseph,1,270,150,53.555731590328804,-113.50895159447232,"(53.555731590328804, -113.50895159447232)",POINT (-113.50895159447232 53.555731590328804)
Carlisle Park,1,240,180,53.60433334362068,-113.52410185021691,"(53.60433334362068, -113.52410185021691)",POINT (-113.52410185021691 53.60433334362068)
Miller,2,305,200,53.61318322885769,-113.41726378342857,"(53.61318322885769, -113.41726378342857)",POINT (-113.41726378342857 53.61318322885769)
Avonmore,2,300,210,53.51201633062845,-113.45017078754745,"(53.51201633062845, -113.45017078754745)",POINT (-113.45017078754745 53.51201633062845)
Herb Link,5,330,210,53.623950334948326,-113.53202940101787,"(53.623950334948326, -113.53202940101787)",POINT (-113.53202940101787 53.623950334948326)
Brander Gardens,2,180,90,53.49290184562567,-113.57719020875874,"(53.49290184562567, -113.57719020875874)",POINT (-113.57719020875874 53.49290184562567)
Thorncliffe,5,150,100,53.51697068094752,-113.62218801274818,"(53.51697068094752, -113.62218801274818)",POINT (-113.62218801274818 53.51697068094752)
Terwillegar Towne,1,240,180,53.44927345830688,-113.5752295889701,"(53.44927345830688, -113.5752295889701)",POINT (-113.5752295889701 53.44927345830688)
Hairsine,3,240,150,53.604658446468505,-113.39275433370652,"(53.604658446468505, -113.39275433370652)",POINT (-113.39275433370652 53.604658446468505)
St. Anne,5,240,150,53.60491919351118,-113.48278391065388,"(53.60491919351118, -113.48278391065388)",POINT (-113.48278391065388 53.60491919351118)
Evansdale,2,180,120,53.60946077199226,-113.48286436128161,"(53.60946077199226, -113.48286436128161)",POINT (-113.48286436128161 53.60946077199226)
Kildare,1,240,150,53.60581856312679,-113.4568848050284,"(53.60581856312679, -113.4568848050284)",POINT (-113.4568848050284 53.60581856312679)
Patricia Heights,2,180,100,53.51159802731108,-113.60210730316355,"(53.51159802731108, -113.60210730316355)",POINT (-113.60210730316355 53.51159802731108)
Glengarry,3,240,150,53.596071284706476,-113.48537685286004,"(53.596071284706476, -113.48537685286004)",POINT (-113.48537685286004 53.596071284706476)
Maple Ridge,1,300,210,53.50556819697473,-113.36529351857486,"(53.50556819697473, -113.36529351857486)",POINT (-113.36529351857486 53.50556819697473)
Crestwood,3,210,150,53.533734999325134,-113.57001874497969,"(53.533734999325134, -113.57001874497969)",POINT (-113.57001874497969 53.533734999325134)
Kirkness,2,180,145,53.61270662009519,-113.3901837934736,"(53.61270662009519, -113.3901837934736)",POINT (-113.3901837934736 53.61270662009519)
Belmont,6,180,100,53.59341909971658,-113.39437683659574,"(53.59341909971658, -113.39437683659574)",POINT (-113.39437683659574 53.59341909971658)
Lymburn,1,270,195,53.50699289227817,-113.64263656190052,"(53.50699289227817, -113.64263656190052)",POINT (-113.64263656190052 53.50699289227817)
Weinlos,2,195,90,53.46029917769586,-113.4131439404191,"(53.46029917769586, -113.4131439404191)",POINT (-113.4131439404191 53.46029917769586)
St. Vladimir,1,240,180,53.593742317949484,-113.4557686902329,"(53.593742317949484, -113.4557686902329)",POINT (-113.4557686902329 53.593742317949484)
Crestwood,4,185,75,53.53503646701678,-113.56941393825464,"(53.53503646701678, -113.56941393825464)",POINT (-113.56941393825464 53.53503646701678)
Twin Parks,1,240,110,53.50163342112005,-113.3680774170514,"(53.50163342112005, -113.3680774170514)",POINT (-113.3680774170514 53.50163342112005)
Northmount,3,180,100,53.603616734950556,-113.47779639636775,"(53.603616734950556, -113.47779639636775)",POINT (-113.47779639636775 53.603616734950556)
Tomlinson Park,2,150,100,53.44932658893596,-113.58597119433715,"(53.44932658893596, -113.58597119433715)",POINT (-113.58597119433715 53.44932658893596)
Ellerslie Park,3,300,210,53.43040736979782,-113.45998374839495,"(53.43040736979782, -113.45998374839495)",POINT (-113.45998374839495 53.43040736979782)
Wedgewood Heights,2,240,150,53.480421079413745,-113.64525010581589,"(53.480421079413745, -113.64525010581589)",POINT (-113.64525010581589 53.480421079413745)
Braemar,3,180,90,53.53197626016069,-113.42942368732221,"(53.53197626016069, -113.42942368732221)",POINT (-113.42942368732221 53.53197626016069)
John Barnett,2,150,85,53.61027563320088,-113.45149442906407,"(53.61027563320088, -113.45149442906407)",POINT (-113.45149442906407 53.61027563320088)
Overlander,3,150,105,53.58099513010247,-113.38807708753886,"(53.58099513010247, -113.38807708753886)",POINT (-113.38807708753886 53.58099513010247)
Eaux Claires,1,240,180,53.622583382285036,-113.4848585204355,"(53.622583382285036, -113.4848585204355)",POINT (-113.4848585204355 53.622583382285036)
St. Cecilia,2,260,140,53.59287500417482,-113.47827640781166,"(53.59287500417482, -113.47827640781166)",POINT (-113.47827640781166 53.59287500417482)
Dunluce,6,150,90,53.62168741568502,-113.52723045533031,"(53.62168741568502, -113.52723045533031)",POINT (-113.52723045533031 53.62168741568502)
Strathearn,1,300,210,53.531533332936704,-113.4636108130484,"(53.531533332936704, -113.4636108130484)",POINT (-113.4636108130484 53.531533332936704)
Carlisle Park,6,240,150,53.60446579010044,-113.5273981884052,"(53.60446579010044, -113.5273981884052)",POINT (-113.5273981884052 53.60446579010044)
Princeton,3,180,100,53.590182843088634,-113.45761384654027,"(53.590182843088634, -113.45761384654027)",POINT (-113.45761384654027 53.590182843088634)
Lauderdale,2,180,100,53.58803307386416,-113.50140806395903,"(53.58803307386416, -113.50140806395903)",POINT (-113.50140806395903 53.58803307386416)
Velma E Baker,2,180,90,53.48031998709758,-113.38350797341317,"(53.48031998709758, -113.38350797341317)",POINT (-113.38350797341317 53.48031998709758)
St. Clement,1,300,220,53.446019849558475,-113.44774576580801,"(53.446019849558475, -113.44774576580801)",POINT (-113.44774576580801 53.446019849558475)
The Meadows,2,330,170,53.45927556123134,-113.37394271559828,"(53.45927556123134, -113.37394271559828)",POINT (-113.37394271559828 53.45927556123134)
Poplar Park,8,300,180,53.62842970473778,-113.47324110953643,"(53.62842970473778, -113.47324110953643)",POINT (-113.47324110953643 53.62842970473778)
Garth Worthington,1,300,210,53.40293100261449,-113.56389180945199,"(53.40293100261449, -113.56389180945199)",POINT (-113.56389180945199 53.40293100261449)
Lillian Osborne,2,300,140,53.456231770553615,-113.57830834216209,"(53.456231770553615, -113.57830834216209)",POINT (-113.57830834216209 53.456231770553615)
Sweet Grass,2,240,120,53.4626293110743,-113.52638264901246,"(53.4626293110743, -113.52638264901246)",POINT (-113.52638264901246 53.4626293110743)
St. Lucy,3,150,70,53.623294518987336,-113.52759155615703,"(53.623294518987336, -113.52759155615703)",POINT (-113.52759155615703 53.623294518987336)
St. Rose,2,180,100,53.52115194142927,-113.56900105636923,"(53.52115194142927, -113.56900105636923)",POINT (-113.56900105636923 53.52115194142927)
The Hamptons,5,300,195,53.490615476035,-113.68576136637601,"(53.490615476035, -113.68576136637601)",POINT (-113.68576136637601 53.490615476035)
Oxford Pk,1,295,205,53.61875335152928,-113.54436619948544,"(53.61875335152928, -113.54436619948544)",POINT (-113.54436619948544 53.61875335152928)
Lansdowne,2,340,210,53.48619279567805,-113.54435354394403,"(53.48619279567805, -113.54435354394403)",POINT (-113.54435354394403 53.48619279567805)
Inglewood,1,230,150,53.565863157530764,-113.53898510009296,"(53.565863157530764, -113.53898510009296)",POINT (-113.53898510009296 53.565863157530764)
Dunluce,5,240,150,53.621684236747626,-113.52642610053974,"(53.621684236747626, -113.52642610053974)",POINT (-113.52642610053974 53.621684236747626)
Kernohan,5,230,115,53.59286132427998,-113.38132707744475,"(53.59286132427998, -113.38132707744475)",POINT (-113.38132707744475 53.59286132427998)
St. Francis Xavier,6,150,100,53.52986808990979,-113.60517671990944,"(53.52986808990979, -113.60517671990944)",POINT (-113.60517671990944 53.52986808990979)
Notre Dame,4,240,145,53.52474144099892,-113.58933809679978,"(53.52474144099892, -113.58933809679978)",POINT (-113.58933809679978 53.52474144099892)
Silver Berry W,2,150,90,53.45905141395509,-113.38576478275047,"(53.45905141395509, -113.38576478275047)",POINT (-113.38576478275047 53.45905141395509)
